Date,Open,High,Low,Close,Volume,Market Cap
"Dec 16, 2017",297.06,313.00,292.14,296.40,"136,415,000","4,963,500,000"
"Dec 15, 2017",316.87,316.87,277.86,297.84,"175,999,000","5,293,820,000"
"Dec 14, 2017",271.43,352.55,270.45,316.95,"467,875,000","4,534,150,000"
"Dec 13, 2017",276.11,285.06,254.10,271.45,"221,863,000","4,611,860,000"
"Dec 12, 2017",254.35,294.19,251.87,275.44,"205,849,000","4,247,980,000"
"Dec 11, 2017",229.33,288.68,229.19,254.45,"265,127,000","3,829,550,000"
"Dec 10, 2017",244.97,245.99,195.87,228.87,"140,891,000","4,090,460,000"
"Dec 09, 2017",260.84,263.10,230.10,243.10,"105,017,000","4,354,930,000"
"Dec 08, 2017",253.71,278.26,248.08,261.16,"178,502,000","4,235,360,000"
"Dec 07, 2017",279.03,279.76,250.23,251.64,"137,885,000","4,657,540,000"
"Dec 06, 2017",305.66,305.93,270.91,279.89,"156,602,000","5,101,520,000"
"Dec 05, 2017",329.47,329.47,303.18,304.69,"113,206,000","5,498,370,000"
"Dec 04, 2017",322.01,339.83,316.34,328.38,"130,453,000","5,373,320,000"
"Dec 03, 2017",298.84,347.78,294.44,320.66,"252,844,000","4,986,080,000"
"Dec 02, 2017",311.51,315.05,295.88,299.07,"88,196,700","5,196,890,000"
"Dec 01, 2017",304.34,315.75,288.14,311.64,"134,598,000","5,076,660,000"
"Nov 30, 2017",294.33,323.56,269.03,304.63,"151,331,000","4,909,140,000"
"Nov 29, 2017",329.40,360.75,287.73,295.41,"252,313,000","5,493,510,000"
"Nov 28, 2017",359.36,360.12,325.56,329.78,"101,004,000","5,992,370,000"
"Nov 27, 2017",370.18,387.88,353.67,359.25,"129,160,000","6,172,140,000"
"Nov 26, 2017",355.72,366.79,334.74,366.79,"141,228,000","5,930,460,000"
"Nov 25, 2017",394.04,394.04,339.10,356.04,"208,662,000",-
"Nov 24, 2017",295.75,413.74,284.26,394.22,"537,472,000",-
"Nov 23, 2017",241.97,299.89,241.97,293.61,"154,038,000",-
"Nov 22, 2017",264.18,275.05,232.92,241.72,"111,451,000",-
"Nov 21, 2017",250.85,364.78,201.90,267.21,"370,782,000",-
"Nov 20, 2017",135.20,247.10,105.79,236.37,"93,826,900",-
"Nov 19, 2017",154.91,155.55,133.96,135.69,"19,503,400",-
"Nov 18, 2017",153.07,172.45,151.79,155.73,"24,642,900",-
"Nov 17, 2017",138.75,165.94,133.05,152.02,"24,935,100",-
"Nov 16, 2017",161.87,181.33,136.40,140.78,"27,949,200",-
"Nov 15, 2017",160.54,187.28,151.47,161.69,"30,094,100",-
"Nov 14, 2017",253.22,253.22,154.05,159.94,"39,340,400",-
"Nov 13, 2017",277.00,307.26,218.34,249.22,"45,916,500",-
"Nov 12, 2017",421.75,465.62,281.55,282.41,"90,339,900",-
"Nov 11, 2017",213.12,509.81,213.12,427.13,"187,191,000",-
"Nov 10, 2017",157.49,213.40,155.39,213.40,"36,198,500",-
"Nov 09, 2017",140.51,156.66,138.23,156.66,"13,140,500",-
"Nov 08, 2017",153.13,159.34,135.21,139.39,"12,513,700",-
"Nov 07, 2017",149.25,159.22,149.25,153.35,"7,219,510",-
"Nov 06, 2017",165.49,170.19,148.12,148.77,"10,901,900",-
"Nov 05, 2017",141.79,175.96,140.00,165.76,"16,915,700",-
"Nov 04, 2017",131.60,144.41,128.28,142.17,"9,145,650",-
"Nov 03, 2017",126.35,137.29,123.55,131.76,"8,035,790",-
"Nov 02, 2017",144.90,147.03,122.97,127.51,"12,020,600",-
"Nov 01, 2017",157.03,159.76,140.55,144.88,"14,898,100",-
"Oct 31, 2017",133.84,164.55,132.16,156.73,"18,906,800",-
"Oct 30, 2017",138.65,138.65,126.42,132.80,"6,730,380",-
"Oct 29, 2017",115.92,139.26,115.21,139.18,"11,295,300",-
"Oct 28, 2017",120.52,123.43,106.18,115.82,"5,635,800",-
"Oct 27, 2017",137.24,137.98,118.33,120.66,"8,217,860",-
"Oct 26, 2017",137.03,143.64,121.05,136.23,"11,556,600",-
"Oct 25, 2017",143.15,165.80,125.83,137.09,"16,040,700",-
"Oct 24, 2017",498.44,500.75,141.09,142.92,"23,301,700",-
"Oct 23, 2017",479.82,539.72,479.82,500.13,"7,652,060",-
